receipt_date,region,channel,brand,total_sum,total_sum_pct
2019-08-19,Московская область,nonchain,parliament,5235.00,0.42
2019-08-19,Новосибирская область,chain,marlboro,23062.00,0.34
2019-08-19,Новосибирская область,chain,parliament,45170.00,0.66
2019-08-19,Новосибирская область,nonchain,marlboro,714.00,0.16
2019-08-19,Новосибирская область,nonchain,parliament,3650.00,0.84
2019-08-19,Санкт-Петербург,chain,marlboro,50033.00,0.39
2019-08-19,Санкт-Петербург,chain,parliament,79726.00,0.61
2019-08-19,Санкт-Петербург,nonchain,marlboro,9939.00,0.66
2019-08-19,Санкт-Петербург,nonchain,parliament,5050.00,0.34
2019-08-19,Свердловская область,chain,marlboro,11049.00,0.17
2019-08-19,Свердловская область,chain,parliament,54032.00,0.83
2019-08-19,Свердловская область,nonchain,marlboro,2988.00,0.12
2019-08-19,Свердловская область,nonchain,parliament,22952.00,0.88
2019-08-19,г. Москва,chain,marlboro,19877.00,0.21
2019-08-19,г. Москва,chain,parliament,73854.00,0.79
2019-08-19,г. Москва,nonchain,marlboro,5818.00,0.51
2019-08-19,г. Москва,nonchain,parliament,5536.00,0.49
2019-08-20,Ленинградская область,chain,marlboro,23712.00,0.31
2019-08-20,Ленинградская область,chain,parliament,53128.00,0.69
2019-08-20,Ленинградская область,nonchain,marlboro,2772.00,0.30
2019-08-20,Ленинградская область,nonchain,parliament,6572.00,0.70
2019-08-20,Московская область,chain,marlboro,28242.00,0.30
2019-08-20,Московская область,chain,parliament,66577.00,0.70
2019-08-20,Московская область,nonchain,marlboro,1953.00,0.25
2019-08-20,Московская область,nonchain,parliament,5913.00,0.75
2019-08-20,Новосибирская область,chain,marlboro,16640.00,0.18
2019-08-20,Новосибирская область,chain,parliament,76157.00,0.82
2019-08-20,Новосибирская область,nonchain,marlboro,812.00,0.18
2019-08-20,Новосибирская область,nonchain,parliament,3770.00,0.82
2019-08-20,Санкт-Петербург,chain,marlboro,55305.00,0.44
2019-08-20,Санкт-Петербург,chain,parliament,69720.00,0.56
2019-08-20,Санкт-Петербург,nonchain,marlboro,9052.00,0.54
2019-08-20,Санкт-Петербург,nonchain,parliament,7755.00,0.46
2019-08-20,Свердловская область,chain,marlboro,8573.00,0.16
2019-08-20,Свердловская область,chain,parliament,44194.00,0.84
2019-08-20,Свердловская область,nonchain,marlboro,3493.00,0.15
2019-08-20,Свердловская область,nonchain,parliament,19931.00,0.85
2019-08-20,г. Москва,chain,marlboro,31455.00,0.25
2019-08-20,г. Москва,chain,parliament,95746.00,0.75
2019-08-20,г. Москва,nonchain,marlboro,5638.00,0.58
2019-08-20,г. Москва,nonchain,parliament,4145.00,0.42
2019-08-21,Ленинградская область,chain,marlboro,20415.00,0.30
2019-08-21,Ленинградская область,chain,parliament,48711.00,0.70
2019-08-21,Ленинградская область,nonchain,marlboro,1734.00,0.30
2019-08-21,Ленинградская область,nonchain,parliament,3962.00,0.70
2019-08-21,Московская область,chain,marlboro,33832.00,0.39
2019-08-21,Московская область,chain,parliament,53708.00,0.61
2019-08-21,Московская область,nonchain,marlboro,2803.00,0.34
2019-08-21,Московская область,nonchain,parliament,5379.00,0.66
2019-08-21,Новосибирская область,chain,marlboro,18636.00,0.23
2019-08-21,Новосибирская область,chain,parliament,61626.00,0.77
2019-08-21,Новосибирская область,nonchain,marlboro,1755.00,0.21
2019-08-21,Новосибирская область,nonchain,parliament,6429.00,0.79
2019-08-21,Санкт-Петербург,chain,marlboro,46320.00,0.41
2019-08-21,Санкт-Петербург,chain,parliament,65300.00,0.59
2019-08-21,Санкт-Петербург,nonchain,marlboro,6891.00,0.64
2019-08-21,Санкт-Петербург,nonchain,parliament,3942.00,0.36
2019-08-21,Свердловская область,chain,marlboro,16301.00,0.28
2019-08-21,Свердловская область,chain,parliament,41720.00,0.72
2019-08-21,Свердловская область,nonchain,marlboro,2501.00,0.16
2019-08-21,Свердловская область,nonchain,parliament,12825.00,0.84
2019-08-21,г. Москва,chain,marlboro,21192.00,0.20
2019-08-21,г. Москва,chain,parliament,83163.00,0.80
2019-08-21,г. Москва,nonchain,marlboro,2565.00,0.32
2019-08-21,г. Москва,nonchain,parliament,5340.00,0.68
2019-08-22,Ленинградская область,chain,marlboro,23042.00,0.31
2019-08-22,Ленинградская область,chain,parliament,51542.00,0.69
2019-08-22,Ленинградская область,nonchain,marlboro,1958.00,0.20
2019-08-22,Ленинградская область,nonchain,parliament,7953.00,0.80
2019-08-22,Московская область,chain,marlboro,19662.00,0.27
2019-08-22,Московская область,chain,parliament,52928.00,0.73
2019-08-22,Московская область,nonchain,marlboro,2470.00,0.25
2019-08-22,Московская область,nonchain,parliament,7352.00,0.75
2019-08-22,Новосибирская область,chain,marlboro,32146.00,0.32
2019-08-22,Новосибирская область,chain,parliament,66920.00,0.68
2019-08-22,Новосибирская область,nonchain,marlboro,437.00,0.10
2019-08-22,Новосибирская область,nonchain,parliament,3937.00,0.90
2019-08-22,Санкт-Петербург,chain,marlboro,60105.00,0.50
2019-08-22,Санкт-Петербург,chain,parliament,60606.00,0.50
2019-08-22,Санкт-Петербург,nonchain,marlboro,2482.00,0.37
2019-08-22,Санкт-Петербург,nonchain,parliament,4258.00,0.63
2019-08-22,Свердловская область,chain,marlboro,10704.00,0.17
2019-08-22,Свердловская область,chain,parliament,51948.00,0.83
2019-08-22,Свердловская область,nonchain,marlboro,13241.00,0.53
2019-08-22,Свердловская область,nonchain,parliament,11973.00,0.47
2019-08-22,г. Москва,chain,marlboro,21094.00,0.25
2019-08-22,г. Москва,chain,parliament,64695.00,0.75
2019-08-22,г. Москва,nonchain,marlboro,4296.00,0.57
2019-08-22,г. Москва,nonchain,parliament,3257.00,0.43
2019-08-23,Ленинградская область,chain,marlboro,32762.00,0.31
2019-08-23,Ленинградская область,chain,parliament,73005.00,0.69
2019-08-23,Ленинградская область,nonchain,marlboro,6797.00,0.68
2019-08-23,Ленинградская область,nonchain,parliament,3144.00,0.32
2019-08-23,Московская область,chain,marlboro,30206.00,0.29
2019-08-23,Московская область,chain,parliament,72870.00,0.71
2019-08-23,Московская область,nonchain,marlboro,2109.00,0.27
2019-08-23,Московская область,nonchain,parliament,5810.00,0.73
2019-08-23,Новосибирская область,chain,marlboro,22308.00,0.24
2019-08-23,Новосибирская область,chain,parliament,68899.00,0.76
2019-08-23,Новосибирская область,nonchain,marlboro,632.00,0.13
2019-08-23,Новосибирская область,nonchain,parliament,4343.00,0.87
2019-08-23,Санкт-Петербург,chain,marlboro,63277.00,0.44
2019-08-23,Санкт-Петербург,chain,parliament,79069.00,0.56
2019-08-23,Санкт-Петербург,nonchain,marlboro,9267.00,0.54
2019-08-23,Санкт-Петербург,nonchain,parliament,7870.00,0.46
2019-08-23,Свердловская область,chain,marlboro,14582.00,0.21
2019-08-23,Свердловская область,chain,parliament,54269.00,0.79
2019-08-23,Свердловская область,nonchain,marlboro,8126.00,0.29
2019-08-23,Свердловская область,nonchain,parliament,20149.00,0.71
2019-08-23,г. Москва,chain,marlboro,25142.00,0.25
2019-08-23,г. Москва,chain,parliament,73599.00,0.75
2019-08-23,г. Москва,nonchain,marlboro,2586.00,0.19
2019-08-23,г. Москва,nonchain,parliament,11051.00,0.81
2019-08-24,Ленинградская область,chain,marlboro,30858.00,0.28
2019-08-24,Ленинградская область,chain,parliament,77683.00,0.72
2019-08-24,Ленинградская область,nonchain,marlboro,1422.00,0.18
2019-08-24,Ленинградская область,nonchain,parliament,6407.00,0.82
2019-08-24,Московская область,chain,marlboro,24781.00,0.27
2019-08-24,Московская область,chain,parliament,66305.00,0.73
2019-08-24,Московская область,nonchain,marlboro,2444.00,0.27
2019-08-24,Московская область,nonchain,parliament,6516.00,0.73
2019-08-24,Новосибирская область,chain,marlboro,24290.00,0.26
2019-08-24,Новосибирская область,chain,parliament,68472.00,0.74
2019-08-24,Новосибирская область,nonchain,marlboro,1109.00,0.21
2019-08-24,Новосибирская область,nonchain,parliament,4086.00,0.79
2019-08-24,Санкт-Петербург,chain,marlboro,55368.00,0.40
2019-08-24,Санкт-Петербург,chain,parliament,81801.00,0.60
2019-08-24,Санкт-Петербург,nonchain,marlboro,8536.00,0.68
2019-08-24,Санкт-Петербург,nonchain,parliament,3960.00,0.32
2019-08-24,Свердловская область,chain,marlboro,11141.00,0.17
2019-08-24,Свердловская область,chain,parliament,54372.00,0.83
2019-08-24,Свердловская область,nonchain,marlboro,2695.00,0.14
2019-08-24,Свердловская область,nonchain,parliament,16393.00,0.86
2019-08-24,г. Москва,chain,marlboro,32325.00,0.38
2019-08-24,г. Москва,chain,parliament,52999.00,0.62
2019-08-24,г. Москва,nonchain,marlboro,1753.00,0.06
2019-08-24,г. Москва,nonchain,parliament,28094.00,0.94
2019-08-25,Ленинградская область,chain,marlboro,19956.00,0.23
2019-08-25,Ленинградская область,chain,parliament,67925.00,0.77
2019-08-25,Ленинградская область,nonchain,marlboro,1612.00,0.25
2019-08-25,Ленинградская область,nonchain,parliament,4816.00,0.75
2019-08-25,Московская область,chain,marlboro,26918.00,0.35
2019-08-25,Московская область,chain,parliament,49049.00,0.65
2019-08-25,Московская область,nonchain,marlboro,2539.00,0.26
2019-08-25,Московская область,nonchain,parliament,7382.00,0.74
2019-08-25,Новосибирская область,chain,marlboro,20636.00,0.25
2019-08-25,Новосибирская область,chain,parliament,61414.00,0.75
2019-08-25,Новосибирская область,nonchain,marlboro,134.00,0.03
2019-08-25,Новосибирская область,nonchain,parliament,4106.00,0.97
2019-08-25,Санкт-Петербург,chain,marlboro,75798.00,0.57
2019-08-25,Санкт-Петербург,chain,parliament,56513.00,0.43
2019-08-25,Санкт-Петербург,nonchain,marlboro,6021.00,0.49
2019-08-25,Санкт-Петербург,nonchain,parliament,6249.00,0.51
2019-08-25,Свердловская область,chain,marlboro,8123.00,0.15
2019-08-25,Свердловская область,chain,parliament,44722.00,0.85
2019-08-25,Свердловская область,nonchain,marlboro,3291.00,0.20
2019-08-25,Свердловская область,nonchain,parliament,13557.00,0.80
2019-08-25,г. Москва,chain,marlboro,39874.00,0.46
2019-08-25,г. Москва,chain,parliament,47566.00,0.54
2019-08-25,г. Москва,nonchain,marlboro,3190.00,0.41
2019-08-25,г. Москва,nonchain,parliament,4502.00,0.59
2019-08-26,Ленинградская область,chain,marlboro,36287.00,0.40
2019-08-26,Ленинградская область,chain,parliament,54517.00,0.60
2019-08-26,Ленинградская область,nonchain,marlboro,979.00,0.18
2019-08-26,Ленинградская область,nonchain,parliament,4471.00,0.82
2019-08-26,Московская область,chain,marlboro,20015.00,0.27
2019-08-26,Московская область,chain,parliament,55496.00,0.73
2019-08-26,Московская область,nonchain,marlboro,3163.00,0.34
2019-08-26,Московская область,nonchain,parliament,6146.00,0.66
2019-08-26,Новосибирская область,chain,marlboro,30245.00,0.36
2019-08-26,Новосибирская область,chain,parliament,52646.00,0.64
2019-08-26,Новосибирская область,nonchain,marlboro,249.00,0.06
2019-08-26,Новосибирская область,nonchain,parliament,3911.00,0.94
2019-08-26,Санкт-Петербург,chain,marlboro,48377.00,0.37
2019-08-26,Санкт-Петербург,chain,parliament,81086.00,0.63
2019-08-26,Санкт-Петербург,nonchain,marlboro,3139.00,0.32
2019-08-26,Санкт-Петербург,nonchain,parliament,6528.00,0.68
2019-08-26,Свердловская область,chain,marlboro,9672.00,0.19
2019-08-26,Свердловская область,chain,parliament,40945.00,0.81
2019-08-26,Свердловская область,nonchain,marlboro,2731.00,0.17
2019-08-26,Свердловская область,nonchain,parliament,13436.00,0.83
2019-08-26,г. Москва,chain,marlboro,23939.00,0.25
2019-08-26,г. Москва,chain,parliament,73239.00,0.75
2019-08-26,г. Москва,nonchain,marlboro,4314.00,0.36
2019-08-26,г. Москва,nonchain,parliament,7520.00,0.64
2019-08-27,Ленинградская область,chain,marlboro,20740.00,0.28
2019-08-27,Ленинградская область,chain,parliament,53663.00,0.72
2019-08-27,Ленинградская область,nonchain,marlboro,2085.00,0.28
2019-08-27,Ленинградская область,nonchain,parliament,5394.00,0.72
2019-08-27,Московская область,chain,marlboro,25132.00,0.31
2019-08-27,Московская область,chain,parliament,54968.00,0.69
2019-08-27,Московская область,nonchain,marlboro,1785.00,0.21
2019-08-27,Московская область,nonchain,parliament,6884.00,0.79
2019-08-27,Новосибирская область,chain,marlboro,19546.00,0.25
2019-08-27,Новосибирская область,chain,parliament,57216.00,0.75
2019-08-27,Новосибирская область,nonchain,marlboro,110.00,0.02
2019-08-27,Новосибирская область,nonchain,parliament,4796.00,0.98
2019-08-27,Санкт-Петербург,chain,marlboro,63903.00,0.55
2019-08-27,Санкт-Петербург,chain,parliament,52914.00,0.45
2019-08-27,Санкт-Петербург,nonchain,marlboro,4480.00,0.40
2019-08-27,Санкт-Петербург,nonchain,parliament,6713.00,0.60
2019-08-27,Свердловская область,chain,marlboro,5593.00,0.11
2019-08-27,Свердловская область,chain,parliament,47598.00,0.89
2019-08-27,Свердловская область,nonchain,marlboro,3982.00,0.14
2019-08-27,Свердловская область,nonchain,parliament,24526.00,0.86
2019-08-27,г. Москва,chain,marlboro,24893.00,0.28
2019-08-27,г. Москва,chain,parliament,63334.00,0.72
2019-08-27,г. Москва,nonchain,marlboro,3206.00,0.28
2019-08-27,г. Москва,nonchain,parliament,8214.00,0.72
2019-08-28,Ленинградская область,chain,marlboro,24298.00,0.27
2019-08-28,Ленинградская область,chain,parliament,64980.00,0.73
2019-08-28,Ленинградская область,nonchain,marlboro,2141.00,0.29
2019-08-28,Ленинградская область,nonchain,parliament,5292.00,0.71
2019-08-28,Московская область,chain,marlboro,20630.00,0.25
2019-08-28,Московская область,chain,parliament,61349.00,0.75
2019-08-28,Московская область,nonchain,marlboro,3797.00,0.36
2019-08-28,Московская область,nonchain,parliament,6714.00,0.64
2019-08-28,Новосибирская область,chain,marlboro,20559.00,0.24
2019-08-28,Новосибирская область,chain,parliament,64816.00,0.76
2019-08-28,Новосибирская область,nonchain,marlboro,778.00,0.19
2019-08-28,Новосибирская область,nonchain,parliament,3234.00,0.81
2019-08-28,Санкт-Петербург,chain,marlboro,65657.00,0.46
2019-08-28,Санкт-Петербург,chain,parliament,76696.00,0.54
2019-08-28,Санкт-Петербург,nonchain,marlboro,2810.00,0.25
2019-08-28,Санкт-Петербург,nonchain,parliament,8445.00,0.75
2019-08-28,Свердловская область,chain,marlboro,11633.00,0.22
2019-08-28,Свердловская область,chain,parliament,41965.00,0.78
2019-08-28,Свердловская область,nonchain,marlboro,3755.00,0.21
2019-08-28,Свердловская область,nonchain,parliament,14371.00,0.79
2019-08-28,г. Москва,chain,marlboro,22564.00,0.19
2019-08-28,г. Москва,chain,parliament,97907.00,0.81
2019-08-28,г. Москва,nonchain,marlboro,3633.00,0.33
2019-08-28,г. Москва,nonchain,parliament,7492.00,0.67
2019-08-29,Ленинградская область,chain,marlboro,33844.00,0.33
2019-08-29,Ленинградская область,chain,parliament,67492.00,0.67
2019-08-29,Ленинградская область,nonchain,marlboro,1349.00,0.35
2019-08-29,Ленинградская область,nonchain,parliament,2516.00,0.65
2019-08-29,Московская область,chain,marlboro,21037.00,0.25
2019-08-29,Московская область,chain,parliament,61706.00,0.75
2019-08-29,Московская область,nonchain,marlboro,3020.00,0.22
2019-08-29,Московская область,nonchain,parliament,10907.00,0.78
2019-08-29,Новосибирская область,chain,marlboro,21705.00,0.22
2019-08-29,Новосибирская область,chain,parliament,77243.00,0.78
2019-08-29,Новосибирская область,nonchain,marlboro,472.00,0.09
2019-08-29,Новосибирская область,nonchain,parliament,4852.00,0.91
2019-08-29,Санкт-Петербург,chain,marlboro,52813.00,0.41
2019-08-29,Санкт-Петербург,chain,parliament,74809.00,0.59
2019-08-29,Санкт-Петербург,nonchain,marlboro,14014.00,0.59
2019-08-29,Санкт-Петербург,nonchain,parliament,9919.00,0.41
2019-08-29,Свердловская область,chain,marlboro,12027.00,0.17
2019-08-29,Свердловская область,chain,parliament,57355.00,0.83
2019-08-29,Свердловская область,nonchain,marlboro,2163.00,0.14
2019-08-29,Свердловская область,nonchain,parliament,13467.00,0.86
2019-08-29,г. Москва,chain,marlboro,24291.00,0.27
2019-08-29,г. Москва,chain,parliament,66876.00,0.73
2019-08-29,г. Москва,nonchain,marlboro,3235.00,0.38
2019-08-29,г. Москва,nonchain,parliament,5252.00,0.62
2019-08-30,Ленинградская область,chain,marlboro,39664.00,0.35
2019-08-30,Ленинградская область,chain,parliament,72171.00,0.65
2019-08-30,Ленинградская область,nonchain,marlboro,4237.00,0.53
2019-08-30,Ленинградская область,nonchain,parliament,3794.00,0.47
2019-08-30,Московская область,chain,marlboro,30579.00,0.34
2019-08-30,Московская область,chain,parliament,58465.00,0.66
2019-08-30,Московская область,nonchain,marlboro,1045.00,0.10
2019-08-30,Московская область,nonchain,parliament,8946.00,0.90
2019-08-30,Новосибирская область,chain,marlboro,31564.00,0.32
2019-08-30,Новосибирская область,chain,parliament,67308.00,0.68
2019-08-30,Новосибирская область,nonchain,marlboro,773.00,0.12
2019-08-30,Новосибирская область,nonchain,parliament,5772.00,0.88
2019-08-30,Санкт-Петербург,chain,marlboro,96619.00,0.60
2019-08-30,Санкт-Петербург,chain,parliament,64790.00,0.40
2019-08-30,Санкт-Петербург,nonchain,marlboro,8531.00,0.34
2019-08-30,Санкт-Петербург,nonchain,parliament,16303.00,0.66
2019-08-30,Свердловская область,chain,marlboro,12486.00,0.15
2019-08-30,Свердловская область,chain,parliament,68610.00,0.85
2019-08-30,Свердловская область,nonchain,marlboro,3205.00,0.14
2019-08-30,Свердловская область,nonchain,parliament,20074.00,0.86
2019-08-30,г. Москва,chain,marlboro,31308.00,0.32
2019-08-30,г. Москва,chain,parliament,65190.00,0.68
2019-08-30,г. Москва,nonchain,marlboro,3379.00,0.30
2019-08-30,г. Москва,nonchain,parliament,7924.00,0.70
2019-08-31,Ленинградская область,chain,marlboro,32749.00,0.35
2019-08-31,Ленинградская область,chain,parliament,59603.00,0.65
2019-08-31,Ленинградская область,nonchain,marlboro,1988.00,0.27
2019-08-31,Ленинградская область,nonchain,parliament,5407.00,0.73
2019-08-31,Московская область,chain,marlboro,29437.00,0.29
2019-08-31,Московская область,chain,parliament,73133.00,0.71
2019-08-31,Московская область,nonchain,marlboro,2277.00,0.20
2019-08-31,Московская область,nonchain,parliament,8899.00,0.80
2019-08-31,Новосибирская область,chain,marlboro,28622.00,0.33
2019-08-31,Новосибирская область,chain,parliament,57494.00,0.67
2019-08-31,Новосибирская область,nonchain,marlboro,903.00,0.15
2019-08-31,Новосибирская область,nonchain,parliament,4927.00,0.85
2019-08-31,Санкт-Петербург,chain,marlboro,68112.00,0.55
2019-08-31,Санкт-Петербург,chain,parliament,55609.00,0.45
2019-08-31,Санкт-Петербург,nonchain,marlboro,1506.00,0.18
2019-08-31,Санкт-Петербург,nonchain,parliament,6718.00,0.82
2019-08-31,Свердловская область,chain,marlboro,8784.00,0.14
2019-08-31,Свердловская область,chain,parliament,53865.00,0.86
2019-08-31,Свердловская область,nonchain,marlboro,3192.00,0.15
2019-08-31,Свердловская область,nonchain,parliament,17836.00,0.85
2019-08-31,г. Москва,chain,marlboro,29490.00,0.37
2019-08-31,г. Москва,chain,parliament,50963.00,0.63
2019-08-31,г. Москва,nonchain,marlboro,5814.00,0.62
2019-08-31,г. Москва,nonchain,parliament,3620.00,0.38
